Item Type	Filter Code	ID	Affix	Attributes	Magic Only	alvl	rlvl	freq	group	Changes
Bow and Crossbow Quivers	aqv OR cqv		Boreal	Adds [46-62] to [131-256] Cold Damage (3 second chill)		50	40	1	137	added Quiver, damage was [16-23] to [46-90]
Bow and Crossbow Quivers	aqv OR cqv		Hibernal	Adds [60-112] to [226-348] Cold Damage (4 second chill)		70	60	1	137	added Quiver, damage was [24-45] to [91-140]
Bow and Crossbow Quivers	aqv OR cqv		Fiery	Adds [28-43] to [53-103] Fire Damage		25-65	18	3	138	added max alvl, split off Circlet, added Quiver, damage was [16-25] to [31-60]
Bow and Crossbow Quivers	aqv OR cqv		Smoldering	Adds [47-72] to [109-161] Fire Damage		35	26	2	138	added Quiver, damage was [26-50] to [61-90]
Bow and Crossbow Quivers	aqv OR cqv		Smoking	Adds [81-128] to [145-208] Fire Damage		47	37	1	138	added Quiver, damage was [51-80] to [91-130]
Bow and Crossbow Quivers	aqv OR cqv		Flaming	Adds [138-204] to [224-306] Fire Damage		61	51	1	138	added Quiver, damage was [81-120] to [131-180]
Bow and Crossbow Quivers	aqv OR cqv		Scorching	Adds [217-306] to [325-432] Fire Damage		77	67	1	138	added Quiver, damage was [121-170] to [181-240]
Bow and Crossbow Quivers	aqv OR cqv		Static	Adds 1 to [49-120] Lightning Damage		25-65	18	3	139	added max alvl, added Quiver
Bow and Crossbow Quivers	aqv OR cqv		Glowing	Adds 1 to [121-180] Lightning Damage		34	25	2	139	added Quiver
Bow and Crossbow Quivers	aqv OR cqv		Buzzing	Adds 1 to [181-260] Lightning Damage		46	36	1	139	added Quiver
Bow and Crossbow Quivers	aqv OR cqv		Arcing	Adds 1 to [287-396] Lightning Damage		60	50	1	139	added Quiver, damage was 1 to [261-360]
Bow and Crossbow Quivers	aqv OR cqv		Shocking	Adds 1 to [433-576] Lightning Damage		76	66	1	139	added Quiver, damage was 1 to [361-480]
Bow and Crossbow Quivers	aqv OR cqv		Septic	+6 Poison Damage over 2 seconds		1-41	1	3	140	added max alvl, added Quiver
Bow and Crossbow Quivers	aqv OR cqv		Foul	+24 Poison Damage over 2 seconds		10-50	7	2	140	added max alvl, added Quiver, damage was 12 over 3 seconds
Bow and Crossbow Quivers	aqv OR cqv		Corrosive	+78 Poison Damage over 2 seconds		20	15	1	140	added Quiver, damage was 80 over 4 seconds
Bow and Crossbow Quivers	aqv OR cqv		Toxic	+226 Poison Damage over 2 seconds		35	26	1	140	added Quiver, damage was 150 over 5 seconds
Bow and Crossbow Quivers	aqv OR cqv		Pestilent	+384 Poison Damage over 2 seconds		50	37	1	140	was 1, added Quiver, damage was 275 over 6 seconds
Bow and Crossbow Quivers	aqv OR cqv		Plague	+366 Poison Damage over 6 seconds		50	37	1	140	new
Bow and Crossbow Quivers	aqv OR cqv		Virulent	+738 Poison Damage over 2 seconds		76	66	1	140	new
Bow and Crossbow Quivers	aqv OR cqv		Devout	+[25-50] to Attack Rating against Undead, +[10-25]% Damage to Undead		3	1	4	142	new
Bow and Crossbow Quivers	aqv OR cqv		Consecrated	+[25-75] to Attack Rating against Undead, +[25-75]% Damage to Undead		15	11	4	142	new
Bow and Crossbow Quivers	aqv OR cqv		Pure	+[76-175] to Attack Rating against Undead, +[76-125]% Damage to Undead	1	25	18	3	142	new
Bow and Crossbow Quivers	aqv OR cqv		Penetrating	+[5-10]% Chance to Pierce		15	10	4	143	new
Bow and Crossbow Quivers	aqv OR cqv		Puncturing	+[11-20]% Chance to Pierce		30	25	3	143	new
Bow and Crossbow Quivers	aqv OR cqv		Piercing	+[21-30]% Chance to Pierce		45	40	2	143	new
Bow and Crossbow Quivers	aqv OR cqv		Impaling	+[31-40]% Chance to Pierce	1	60	55	2	143	new
Bow and Crossbow Quivers	aqv OR cqv		Cultist's	20% Chance of Open Wounds, +[30-40] Open Wounds Damage per Second		28-68	25	4	170	new
Bow and Crossbow Quivers	aqv OR cqv	807	Bloodthirster's	20% Chance of Open Wounds, +[204-285] Open Wounds Damage per Second		48	45	4	170	new
Bow and Crossbow Quivers	aqv OR cqv	808	Gorelust's	20% Chance of Open Wounds, +[407-563] Open Wounds Damage per Second		68	65	4	170	new
Bow and Crossbow Quivers	aqv OR cqv		Blood Letting	+1 Life after each Kill		13-53	12	3	200	new
Bow and Crossbow Quivers	aqv OR cqv		Murderous	+[2-5] Life after each Kill		51	44	1	200	new
Bow and Crossbow Quivers	aqv OR cqv		Blood Sucking	+[1-3] Life after each Kill		32	26	2	200	new
Melee Axes	AXE AND !THROWING	531	Gritty	+[0-74] to Maximum Damage (+0.75 per Level)		50	37	7	105	
Melee Axes	AXE AND !THROWING	186	Jagged	+[10-20]% Enhanced Damage		1-41	1	9	105	added max alvl
Melee Axes	AXE AND !THROWING	187	Deadly	+[21-30]% Enhanced Damage		5-45	3	9	105	added max alvl
Melee Axes	AXE AND !THROWING	188	Vicious	+[31-40]% Enhanced Damage		8-48	6	8	105	added max alvl
Melee Axes	AXE AND !THROWING	189	Brutal	+[41-50]% Enhanced Damage		14-54	10	8	105	added max alvl
Melee Axes	AXE AND !THROWING	190	Massive	+[51-65]% Enhanced Damage		20-60	15	7	105	added max alvl
Melee Axes	AXE AND !THROWING	191	Savage	+[66-80]% Enhanced Damage		26	19	7	105	
Melee Axes	AXE AND !THROWING	18	Merciless	+[81-100]% Enhanced Damage		32	24	6	105	
Melee Axes	AXE AND !THROWING	193	Ferocious	+[101-200]% Enhanced Damage		41	33	6	105	
Melee Axes	AXE AND !THROWING	194	Cruel	+[201-300]% Enhanced Damage		51	43	5	105	was 1
Melee Axes	AXE AND !THROWING	26	Bronze	+[10-20] to Attack Rating		1-41	1	8	110	added max alvl, added Helm, Chest, Gloves
Melee Axes	AXE AND !THROWING	27	Iron	+[21-40] to Attack Rating		4-44	3	8	110	added max alvl, added Helm, Chest, Gloves
Melee Axes	AXE AND !THROWING	28	Steel	+[41-60] to Attack Rating		8	6	7	110	added Helm, Chest, Gloves
Melee Axes	AXE AND !THROWING	29	Silver	+[61-80] to Attack Rating		12	9	7	110	added Helm, Chest, Gloves, Quiver
Melee Axes	AXE AND !THROWING	31	Gold	+[81-100] to Attack Rating		17	12	6	110	added Helm, Chest, Gloves, Quiver
Melee Axes	AXE AND !THROWING	32	Platinum	+[101-120] to Attack Rating		22	16	6	110	added Helm, Chest, Gloves, Quiver
Melee Axes	AXE AND !THROWING	33	Meteoric	+[121-150] to Attack Rating		27	20	5	110	added Quiver
Melee Axes	AXE AND !THROWING	245	Strange	+[151-300] to Attack Rating		32	24	5	110	
Melee Axes	AXE AND !THROWING	246	Weird	+[301-450] to Attack Rating	1	37	27	4	110	
Melee Axes	AXE AND !THROWING	34	Sharp	[10-20] to Attack Rating, +[10-20]% Enhanced Damage		5-45	3	9	111	added max alvl
Melee Axes	AXE AND !THROWING	35/258	Fine	[21-40] to Attack Rating, +[21-30]% Enhanced Damage		12-52	9	9	111	added max alvl
Melee Axes	AXE AND !THROWING	36/259	Warrior's	[41-60] to Attack Rating, +[31-40]% Enhanced Damage		19-59	13	8	111	added max alvl
Melee Axes	AXE AND !THROWING		Soldier's	[61-80] to Attack Rating, +[41-50]% Enhanced Damage		27	19	8	111	
Melee Axes	AXE AND !THROWING		Knight's	[81-100] to Attack Rating, +[51-65]% Enhanced Damage		38	30	7	111	
Melee Axes	AXE AND !THROWING		Lord's	[101-120] to Attack Rating, +[66-80]% Enhanced Damage		47	39	6	111	
Melee Axes	AXE AND !THROWING		King's	[121-150] to Attack Rating, +[81-100]% Enhanced Damage		56	48	5	111	
Melee Axes	AXE AND !THROWING		Master's	[151-250] to Attack Rating, +[101-150]% Enhanced Damage		56	48	5	111	
Melee Axes	AXE AND !THROWING		Grandmaster's	[251-300] to Attack Rating, +[151-200]% Enhanced Damage	1	69	61	4	111	
Melee Axes	AXE AND !THROWING		Fool's	+[0-49] to Maximum Damage (+0.5 per Level), +[16-1633] to Attack Rating (+16.5 per Level)		50	37	7	111	
Melee Axes	AXE AND !THROWING		Hawkeye	+[6-594] to Attack Rating (+6 per Level)	1	35	26	7	111	
Melee Axes	AXE AND !THROWING		Serpent's	+[11-20] to Mana		37-77	27	2	115	split off Boots, Gloves, added max alvl
Melee Axes	AXE AND !THROWING		Azure	Cold Resist +[5-10]%		5-45	3	2	117	added max alvl, added Quiver
Melee Axes	AXE AND !THROWING		Lapis	Cold Resist +[11-20]%		35	26	2	117	
Melee Axes	AXE AND !THROWING		Cobalt	Cold Resist +[21-30]%		55	41	2	117	
Melee Axes	AXE AND !THROWING		Crimson	Fire Resist +[5-10]%		5-45	3	4	118	added max alvl, added Quiver
Melee Axes	AXE AND !THROWING		Russet	Fire Resist +[11-20]%		35	26	1	118	
Melee Axes	AXE AND !THROWING		Garnet	Fire Resist +[21-30]%		55	41	1	118	
Melee Axes	AXE AND !THROWING		Tangerine	Lightning Resist +[5-10]%		5-45	3	4	119	added max alvl, added Quiver
Melee Axes	AXE AND !THROWING		Ocher	Lightning Resist +[11-20]%		35	26	1	119	
Melee Axes	AXE AND !THROWING		Coral	Lightning Resist +[21-30]%		55	41	1	119	
Melee Axes	AXE AND !THROWING		Beryl	Poison Resist +[5-10]%		5-45	3	4	120	added max alvl, added Quiver
Melee Axes	AXE AND !THROWING		Viridian	Poison Resist +[11-20]%		35	26	1	120	
Melee Axes	AXE AND !THROWING		Jade	Poison Resist +[21-30]%		55	41	1	120	
Melee Axes	AXE AND !THROWING		Triumphant	+1 to Mana after each Kill		3-43	2	4	121	added max alvl, added Chest, Helm, Shield, Quiver
Melee Axes	AXE AND !THROWING		Victorious	+[2-5] to Mana after each Kill		17	12	4	121	added Chest, Helm, Shield, Quiver
Melee Axes	AXE AND !THROWING		Mechanist's	Socketed ([1-2])		10	7	3	122	
Melee Axes	AXE AND !THROWING		Artisan's	Socketed (3)		33	25	2	122	new
Melee Axes	AXE AND !THROWING		Artisan's	Socketed (3)	1	33	25	2	122	new
Melee Axes	AXE AND !THROWING		Artisan's	Socketed (3)	1	33	25	2	122	
Melee Axes	AXE AND !THROWING		Jeweler's	Socketed (4)	1	55	47	1	122	
Melee Axes	AXE AND !THROWING		Lunar	+[25-50] to Attack Rating against Demons, +[10-25]% Damage to Demons		3-43	1	2	123	added max alvl
Melee Axes	AXE AND !THROWING		Arcadian	+[51-100] to Attack Rating against Demons, +[26-50]% Damage to Demons		15-55	11	2	123	added max alvl, added Helm
Melee Axes	AXE AND !THROWING		Unearthly	+[101-150] to Attack Rating against Demons, +[51-100]% Damage to Demons		25	18	1	123	
Melee Axes	AXE AND !THROWING		Astral	+[151-200] to Attack Rating against Demons, +[101-150]% Damage to Demons		35	26	1	123	
Melee Axes	AXE AND !THROWING		Elysian	+[201-300] to Attack Rating against Demons, +[151-200]% Damage to Demons		45	33	1	123	
Melee Axes	AXE AND !THROWING		Celestial	+[301-400] to Attack Rating against Demons, +[201-300]% Damage to Demons	1	55	41	1	123	
Melee Axes	AXE AND !THROWING		Slayer's	+1 to Barbarian Skill Levels		30	22	4	125	
Melee Axes	AXE AND !THROWING		Berserker's	+2 to Barbarian Skill Levels		50	42	1	125	
Melee Axes	AXE AND !THROWING		Expert's	+1 to Combat Skills (Barbarian Only)		20	15	1	125	removed Knife
Melee Axes	AXE AND !THROWING		Veteran's	+2 to Combat Skills (Barbarian Only)		40	30	1	125	removed Knife
Melee Axes	AXE AND !THROWING		Master's	+3 to Combat Skills (Barbarian Only)	1	60	45	1	125	removed Knife
Melee Axes	AXE AND !THROWING		Fanatic	+1 to Combat Masteries (Barbarian Only)		20	15	1	125	removed Knife
Melee Axes	AXE AND !THROWING		Raging	+2 to Combat Masteries (Barbarian Only)		40	30	1	125	removed Knife
Melee Axes	AXE AND !THROWING		Furious	+3 to Combat Masteries (Barbarian Only)	1	60	45	1	125	removed Knife
Melee Axes	AXE AND !THROWING		Sounding	+1 to Warcries (Barbarian Only)		20	15	1	125	removed Knife
Melee Axes	AXE AND !THROWING		Resonant	+2 to Warcries (Barbarian Only)		40	30	1	125	removed Knife
Melee Axes	AXE AND !THROWING		Echoing	+3 to Warcries (Barbarian Only)	1	60	45	1	125	removed Knife
Melee Axes	AXE AND !THROWING		Snowy	Adds [20-30] to [64-101] Cold Damage (1 second chill)		25-65	18	3	137	added max alvl, split off Circlet, added Quiver, damage was [6-9] to [19-30]
Melee Axes	AXE AND !THROWING		Shivering	Adds [37-56] to [115-166] Cold Damage (2 second chill)		35	26	2	137	added Quiver, damage was [10-15] to [31-45]
Melee Axes	AXE AND !THROWING		Boreal	Adds [46-62] to [131-256] Cold Damage (3 second chill)		50	40	1	137	added Quiver, damage was [16-23] to [46-90]
Melee Axes	AXE AND !THROWING		Hibernal	Adds [60-112] to [226-348] Cold Damage (4 second chill)		70	60	1	137	added Quiver, damage was [24-45] to [91-140]
Melee Axes	AXE AND !THROWING		Fiery	Adds [28-43] to [53-103] Fire Damage		25-65	18	3	138	added max alvl, split off Circlet, added Quiver, damage was [16-25] to [31-60]
Melee Axes	AXE AND !THROWING		Smoldering	Adds [47-72] to [109-161] Fire Damage		35	26	2	138	added Quiver, damage was [26-50] to [61-90]
Melee Axes	AXE AND !THROWING		Smoking	Adds [81-128] to [145-208] Fire Damage		47	37	1	138	added Quiver, damage was [51-80] to [91-130]
Melee Axes	AXE AND !THROWING		Flaming	Adds [138-204] to [224-306] Fire Damage		61	51	1	138	added Quiver, damage was [81-120] to [131-180]
Melee Axes	AXE AND !THROWING		Scorching	Adds [217-306] to [325-432] Fire Damage		77	67	1	138	added Quiver, damage was [121-170] to [181-240]
Melee Axes	AXE AND !THROWING		Static	Adds 1 to [49-120] Lightning Damage		25-65	18	3	139	added max alvl, added Quiver
Melee Axes	AXE AND !THROWING		Glowing	Adds 1 to [121-180] Lightning Damage		34	25	2	139	added Quiver
Melee Axes	AXE AND !THROWING		Buzzing	Adds 1 to [181-260] Lightning Damage		46	36	1	139	added Quiver
Melee Axes	AXE AND !THROWING		Arcing	Adds 1 to [287-396] Lightning Damage		60	50	1	139	added Quiver, damage was 1 to [261-360]
Melee Axes	AXE AND !THROWING		Shocking	Adds 1 to [433-576] Lightning Damage		76	66	1	139	added Quiver, damage was 1 to [361-480]
Melee Axes	AXE AND !THROWING		Septic	+6 Poison Damage over 2 seconds		1-41	1	3	140	added max alvl, added Quiver
Melee Axes	AXE AND !THROWING		Foul	+24 Poison Damage over 2 seconds		10-50	7	2	140	added max alvl, added Quiver, damage was 12 over 3 seconds
Melee Axes	AXE AND !THROWING		Corrosive	+78 Poison Damage over 2 seconds		20	15	1	140	added Quiver, damage was 80 over 4 seconds
Melee Axes	AXE AND !THROWING		Toxic	+226 Poison Damage over 2 seconds		35	26	1	140	added Quiver, damage was 150 over 5 seconds
Melee Axes	AXE AND !THROWING		Pestilent	+384 Poison Damage over 2 seconds		50	37	1	140	was 1, added Quiver, damage was 275 over 6 seconds
Melee Axes	AXE AND !THROWING		Plague	+366 Poison Damage over 6 seconds		50	37	1	140	new
Melee Axes	AXE AND !THROWING		Virulent	+738 Poison Damage over 2 seconds		76	66	1	140	new
Melee Axes	AXE AND !THROWING		Consecrated	+[25-75] to Attack Rating against Undead, +[25-75]% Damage to Undead		1-41	1	4	142	added max alvl
Melee Axes	AXE AND !THROWING		Pure	+[76-175] to Attack Rating against Undead, +[76-125]% Damage to Undead		15	11	3	142	
Melee Axes	AXE AND !THROWING		Sacred	+[175-250] to Attack Rating against Undead, +[126-200]% Damage to Undead		25	18	2	142	
Melee Axes	AXE AND !THROWING		Hallowed	+[251-325] to Attack Rating against Undead, +[201-275]% Damage to Undead		35	27	1	142	
Melee Axes	AXE AND !THROWING		Divine	+[326-450] to Attack Rating against Undead, +[276-350]% Damage to Undead	1	45	37	1	142	
Melee Axes	AXE AND !THROWING		Cultist's	20% Chance of Open Wounds, +[30-40] Open Wounds Damage per Second		28-68	25	4	170	new
Melee Axes	AXE AND !THROWING	807	Bloodthirster's	20% Chance of Open Wounds, +[204-285] Open Wounds Damage per Second		48	45	4	170	new
Melee Axes	AXE AND !THROWING	808	Gorelust's	20% Chance of Open Wounds, +[407-563] Open Wounds Damage per Second		68	65	4	170	new
Melee Axes	AXE AND !THROWING		Blood Letting	+1 Life after each Kill		13-53	12	3	200	new
Melee Axes	AXE AND !THROWING		Murderous	+[2-5] Life after each Kill		51	44	1	200	new
Melee Axes	AXE AND !THROWING		Blood Sucking	+[1-3] Life after each Kill		32	26	2	200	new
Tipped Maces	TMACE	531	Gritty	+[0-74] to Maximum Damage (+0.75 per Level)		50	37	7	105	
Tipped Maces	TMACE	186	Jagged	+[10-20]% Enhanced Damage		1-41	1	9	105	added max alvl
Tipped Maces	TMACE	187	Deadly	+[21-30]% Enhanced Damage		5-45	3	9	105	added max alvl
Tipped Maces	TMACE	188	Vicious	+[31-40]% Enhanced Damage		8-48	6	8	105	added max alvl
Tipped Maces	TMACE	189	Brutal	+[41-50]% Enhanced Damage		14-54	10	8	105	added max alvl
Tipped Maces	TMACE	190	Massive	+[51-65]% Enhanced Damage		20-60	15	7	105	added max alvl
Tipped Maces	TMACE	191	Savage	+[66-80]% Enhanced Damage		26	19	7	105	
Tipped Maces	TMACE	18	Merciless	+[81-100]% Enhanced Damage		32	24	6	105	
Tipped Maces	TMACE	193	Ferocious	+[101-200]% Enhanced Damage		41	33	6	105	
Tipped Maces	TMACE	194	Cruel	+[201-300]% Enhanced Damage		51	43	5	105	was 1
Tipped Maces	TMACE	753	Visceral	+[301-400]% Enhanced Damage		75	69	2	105	new, increased frequency
Tipped Maces	TMACE	26	Bronze	+[10-20] to Attack Rating		1-41	1	8	110	added max alvl, added Helm, Chest, Gloves
Tipped Maces	TMACE	27	Iron	+[21-40] to Attack Rating		4-44	3	8	110	added max alvl, added Helm, Chest, Gloves
Tipped Maces	TMACE	28	Steel	+[41-60] to Attack Rating		8	6	7	110	added Helm, Chest, Gloves
Tipped Maces	TMACE	29	Silver	+[61-80] to Attack Rating		12	9	7	110	added Helm, Chest, Gloves, Quiver
Tipped Maces	TMACE	31	Gold	+[81-100] to Attack Rating		17	12	6	110	added Helm, Chest, Gloves, Quiver
Tipped Maces	TMACE	32	Platinum	+[101-120] to Attack Rating		22	16	6	110	added Helm, Chest, Gloves, Quiver
Tipped Maces	TMACE	33	Meteoric	+[121-150] to Attack Rating		27	20	5	110	added Quiver
Tipped Maces	TMACE	245	Strange	+[151-300] to Attack Rating		32	24	5	110	
Tipped Maces	TMACE	246	Weird	+[301-450] to Attack Rating	1	37	27	4	110	
Tipped Maces	TMACE	34	Sharp	[10-20] to Attack Rating, +[10-20]% Enhanced Damage		5-45	3	9	111	added max alvl
Tipped Maces	TMACE	35/258	Fine	[21-40] to Attack Rating, +[21-30]% Enhanced Damage		12-52	9	9	111	added max alvl
Tipped Maces	TMACE	36/259	Warrior's	[41-60] to Attack Rating, +[31-40]% Enhanced Damage		19-59	13	8	111	added max alvl
Tipped Maces	TMACE		Soldier's	[61-80] to Attack Rating, +[41-50]% Enhanced Damage		27	19	8	111	
Tipped Maces	TMACE		Knight's	[81-100] to Attack Rating, +[51-65]% Enhanced Damage		38	30	7	111	
Tipped Maces	TMACE		Lord's	[101-120] to Attack Rating, +[66-80]% Enhanced Damage		47	39	6	111	
Tipped Maces	TMACE		King's	[121-150] to Attack Rating, +[81-100]% Enhanced Damage		56	48	5	111	
Tipped Maces	TMACE		Master's	[151-250] to Attack Rating, +[101-150]% Enhanced Damage		56	48	5	111	
Tipped Maces	TMACE		Grandmaster's	[251-300] to Attack Rating, +[151-200]% Enhanced Damage	1	69	61	4	111	
Tipped Maces	TMACE		Fool's	+[0-49] to Maximum Damage (+0.5 per Level), +[16-1633] to Attack Rating (+16.5 per Level)		50	37	7	111	
Tipped Maces	TMACE		Hawkeye	+[6-594] to Attack Rating (+6 per Level)	1	35	26	7	111	
Tipped Maces	TMACE		Screaming	Hit Causes Monster to Flee 25%		10	7	3	113	
Tipped Maces	TMACE		Howling	Hit Causes Monster to Flee 50%		16	12	3	113	
Tipped Maces	TMACE		Wailing	Hit Causes Monster to Flee 100%		20	13	3	113	
Tipped Maces	TMACE		Serpent's	+[11-20] to Mana		37-77	27	2	115	split off Boots, Gloves, added max alvl
Tipped Maces	TMACE		Azure	Cold Resist +[5-10]%		5-45	3	2	117	added max alvl, added Quiver
Tipped Maces	TMACE		Lapis	Cold Resist +[11-20]%		35	26	2	117	
Tipped Maces	TMACE		Cobalt	Cold Resist +[21-30]%		55	41	2	117	
Tipped Maces	TMACE		Crimson	Fire Resist +[5-10]%		5-45	3	4	118	added max alvl, added Quiver
Tipped Maces	TMACE		Russet	Fire Resist +[11-20]%		35	26	1	118	
Tipped Maces	TMACE		Garnet	Fire Resist +[21-30]%		55	41	1	118	
Tipped Maces	TMACE		Tangerine	Lightning Resist +[5-10]%		5-45	3	4	119	added max alvl, added Quiver
Tipped Maces	TMACE		Ocher	Lightning Resist +[11-20]%		35	26	1	119	
Tipped Maces	TMACE		Coral	Lightning Resist +[21-30]%		55	41	1	119	
Tipped Maces	TMACE		Beryl	Poison Resist +[5-10]%		5-45	3	4	120	added max alvl, added Quiver
Tipped Maces	TMACE		Viridian	Poison Resist +[11-20]%		35	26	1	120	
Tipped Maces	TMACE		Jade	Poison Resist +[21-30]%		55	41	1	120	
Tipped Maces	TMACE		Triumphant	+1 to Mana after each Kill		3-43	2	4	121	added max alvl, added Chest, Helm, Shield, Quiver
Tipped Maces	TMACE		Victorious	+[2-5] to Mana after each Kill		17	12	4	121	added Chest, Helm, Shield, Quiver
Tipped Maces	TMACE		Mechanist's	Socketed ([1-2])		10	7	3	122	
Tipped Maces	TMACE		Artisan's	Socketed (3)		33	25	2	122	new
Tipped Maces	TMACE		Artisan's	Socketed (3)	1	33	25	2	122	new
Tipped Maces	TMACE		Artisan's	Socketed (3)	1	33	25	2	122	
Tipped Maces	TMACE		Jeweler's	Socketed (4)	1	55	47	1	122	
Tipped Maces	TMACE		Lunar	+[25-50] to Attack Rating against Demons, +[10-25]% Damage to Demons		3-43	1	2	123	added max alvl
Tipped Maces	TMACE		Arcadian	+[51-100] to Attack Rating against Demons, +[26-50]% Damage to Demons		15-55	11	2	123	added max alvl, added Helm
Tipped Maces	TMACE		Unearthly	+[101-150] to Attack Rating against Demons, +[51-100]% Damage to Demons		25	18	1	123	
Tipped Maces	TMACE		Astral	+[151-200] to Attack Rating against Demons, +[101-150]% Damage to Demons		35	26	1	123	
Tipped Maces	TMACE		Elysian	+[201-300] to Attack Rating against Demons, +[151-200]% Damage to Demons		45	33	1	123	
Tipped Maces	TMACE		Celestial	+[301-400] to Attack Rating against Demons, +[201-300]% Damage to Demons	1	55	41	1	123	
Tipped Maces	TMACE		Monk's	+1 to Paladin Skill Levels		35	27	4	125	
Tipped Maces	TMACE		Priest's	+2 to Paladin Skill Levels		65	58	2	125	
Tipped Maces	TMACE		Lion Branded	+1 to Combat Skills (Paladin Only)		20	15	1	125	
Tipped Maces	TMACE		Hawk Branded	+2 to Combat Skills (Paladin Only)		40	30	1	125	
Tipped Maces	TMACE		Rose Branded	+3 to Combat Skills (Paladin Only)	1	60	45	1	125	
Tipped Maces	TMACE		Captain's	+1 to Offensive Auras (Paladin Only)		20	15	1	125	
Tipped Maces	TMACE		Commander's	+2 to Offensive Auras (Paladin Only)		40	30	1	125	
Tipped Maces	TMACE		Marshal's	+3 to Offensive Auras (Paladin Only)	1	60	45	1	125	
Tipped Maces	TMACE		Slayer's	+1 to Barbarian Skill Levels		30	22	4	125	
Tipped Maces	TMACE		Berserker's	+2 to Barbarian Skill Levels		50	42	1	125	
Tipped Maces	TMACE		Expert's	+1 to Combat Skills (Barbarian Only)		20	15	1	125	removed Knife
Tipped Maces	TMACE		Veteran's	+2 to Combat Skills (Barbarian Only)		40	30	1	125	removed Knife
Tipped Maces	TMACE		Master's	+3 to Combat Skills (Barbarian Only)	1	60	45	1	125	removed Knife
Tipped Maces	TMACE		Fanatic	+1 to Combat Masteries (Barbarian Only)		20	15	1	125	removed Knife
